flight_number,standard_time,estimated_time,location,airline,international,flight_status
TV6020,2023-08-17 14:24:00,"[{""time"": ""2023-08-17 14:24:00"", ""timestamp"": ""2023-08-17 14:45:02""}]",Xianyang,Tibet Airlines,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 14:45:02""}]"
KU1392,2023-08-17 08:05:00,"[{""time"": ""2023-08-17 08:05:00"", ""timestamp"": ""2023-08-17 08:15:02""}]",Kuwait,Kuwait Airways,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 08:15:02""}]"
AI248,2023-08-17 14:40:00,"[{""time"": ""2023-08-17 14:40:00"", ""timestamp"": ""2023-08-17 15:15:02""}]",Kolkata,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 15:15:02""}]"
SHA431,2023-08-17 08:15:00,"[{""time"": ""2023-08-17 08:15:00"", ""timestamp"": ""2023-08-17 08:15:02""}]",Nepalgunj,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:15:02""}]"
BHA651,2023-08-17 08:00:00,"[{""time"": ""2023-08-17 08:00:00"", ""timestamp"": ""2023-08-17 08:15:02""}, {""time"": ""2023-08-17 08:35:00"", ""timestamp"": ""2023-08-17 08:45:08""}, {""time"": ""2023-08-17 09:16:00"", ""timestamp"": ""2023-08-17 09:45:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 09:45:02""}]"
NYT531,2023-08-17 08:15:00,"[{""time"": ""2023-08-17 08:15:00"", ""timestamp"": ""2023-08-17 08:15:02""}, {""time"": ""2023-08-17 08:50:00"", ""timestamp"": ""2023-08-17 09:45:02""}]",Simara Airport,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 09:45:02""}]"
BHA451,2023-08-17 08:20:00,"[{""time"": ""2023-08-17 08:20:00"", ""timestamp"": ""2023-08-17 08:15:02""}, {""time"": ""2023-08-17 08:43:00"", ""timestamp"": ""2023-08-17 09:15:03""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 09:15:03""}]"
BHA251,2023-08-17 08:45:00,"[{""time"": ""2023-08-17 08:45:00"", ""timestamp"": ""2023-08-17 08:45:08""}]",Dhangadhi,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:45:08""}]"
BHA171,2023-08-17 14:40:00,"[{""time"": ""2023-08-17 14:40:00"", ""timestamp"": ""2023-08-17 14:45:02""}, {""time"": ""2023-08-17 15:00:00"", ""timestamp"": ""2023-08-17 15:15:02""}]",Rajbiraj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 14:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 15:15:02""}]"
BHA405,2023-08-18 14:15:00,"[{""time"": ""2023-08-18 15:00:00"", ""timestamp"": ""2023-08-18 15:15:03""}]",Nepalgunj,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 15:15:03""}]"
BHA709,2023-08-17 15:20:00,"[{""time"": ""2023-08-17 15:20:00"", ""timestamp"": ""2023-08-17 15:15:02""}, {""time"": ""2023-08-17 15:34:00"", ""timestamp"": ""2023-08-17 15:45:07""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 15:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 15:45:07""}]"
BHA655,2023-08-18 14:20:00,"[{""time"": ""2023-08-18 14:55:00"", ""timestamp"": ""2023-08-18 15:15:03""}, {""time"": ""2023-08-18 15:32:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 15:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 16:15:02""}]"
BHA563,2023-08-17 17:55:00,"[{""time"": ""2023-08-17 17:55:00"", ""timestamp"": ""2023-08-17 18:15:03""}, {""time"": ""2023-08-17 18:23:00"", ""timestamp"": ""2023-08-17 18:45:03""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 18:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 18:45:03""}]"
SHA221,2023-08-17 08:25:00,"[{""time"": ""2023-08-17 08:25:00"", ""timestamp"": ""2023-08-17 08:45:08""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:45:08""}]"
FZ1134,2023-08-17 08:50:00,"[{""time"": ""2023-08-17 08:50:00"", ""timestamp"": ""2023-08-17 05:45:02""}]",Dubai,Flydubai,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 05:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 07:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 09:15:03""}]"
KB401,2023-08-17 08:55:00,"[{""time"": ""2023-08-17 08:55:00"", ""timestamp"": ""2023-08-17 05:45:02""}]",Paro,Druk Air,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 05:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 07:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 08:45:08""}]"
NYT681,2023-08-17 14:40:00,"[{""time"": ""2023-08-17 15:22:00"", ""timestamp"": ""2023-08-17 15:45:07""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 15:45:07""}]"
SAU723,2023-08-17 14:55:00,"[{""time"": ""2023-08-17 15:26:00"", ""timestamp"": ""2023-08-17 15:45:07""}]",Biratnagar,Saurya Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 15:45:07""}]"
BHA851,2023-08-17 07:55:00,"[{""time"": ""2023-08-17 07:55:00"", ""timestamp"": ""2023-08-17 07:45:02""}, {""time"": ""2023-08-17 08:23:00"", ""timestamp"": ""2023-08-17 08:45:08""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 07:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 08:45:08""}]"
BHA605,2023-08-17 08:55:00,"[{""time"": ""2023-08-17 09:55:00"", ""timestamp"": ""2023-08-17 10:15:02""}, {""time"": ""2023-08-17 10:33:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 10:45:02""}]"
G9537,2023-08-17 10:00:00,"[{""time"": ""2023-08-17 10:00:00"", ""timestamp"": ""2023-08-17 07:15:02""}]",Sharjah,Air Arabia,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 07:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 09:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}]"
TRA115,2023-08-17 08:05:00,"[{""time"": ""2023-08-17 09:04:00"", ""timestamp"": ""2023-08-17 09:15:03""}]",Lukla,Tara Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 09:15:03""}]"
NYT787,2023-08-17 08:30:00,"[{""time"": ""2023-08-17 08:55:00"", ""timestamp"": ""2023-08-17 09:45:02""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 09:45:02""}]"
QR649,2023-08-17 09:00:00,"[{""time"": ""2023-08-17 09:00:00"", ""timestamp"": ""2023-08-17 05:45:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 05:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 07:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 08:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-17 08:45:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 09:15:03""}]"
BHA505,2023-08-18 14:30:00,"[{""time"": ""2023-08-18 14:30:00"", ""timestamp"": ""2023-08-18 15:15:03""}, {""time"": ""2023-08-18 15:31:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 14:45:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 16:15:02""}]"
BHA171,2023-08-18 14:40:00,"[{""time"": ""2023-08-18 14:40:00"", ""timestamp"": ""2023-08-18 15:15:03""}, {""time"": ""2023-08-18 15:10:00"", ""timestamp"": ""2023-08-18 15:45:03""}]",Rajbiraj,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 14:45:08""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 15:45:03""}]"
BHA957,2023-08-17 15:15:00,"[{""time"": ""2023-08-17 15:15:00"", ""timestamp"": ""2023-08-17 15:45:07""}, {""time"": ""2023-08-17 15:51:00"", ""timestamp"": ""2023-08-17 16:15:02""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 15:45:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 16:15:02""}]"
SHA225,2023-08-17 15:15:00,"[{""time"": ""2023-08-17 15:40:00"", ""timestamp"": ""2023-08-17 15:45:07""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 15:45:07""}]"
NYT891,2023-08-17 09:10:00,"[{""time"": ""2023-08-17 09:50:00"", ""timestamp"": ""2023-08-17 10:15:02""}, {""time"": ""2023-08-17 10:25:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Bhairahawa,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 10:45:02""}]"
BHA371,2023-08-17 09:20:00,"[{""time"": ""2023-08-17 09:20:00"", ""timestamp"": ""2023-08-17 09:15:03""}, {""time"": ""2023-08-17 09:30:00"", ""timestamp"": ""2023-08-17 10:15:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 09:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 10:15:02""}]"
AI214,2023-08-17 10:05:00,"[{""time"": ""2023-08-17 10:05:00"", ""timestamp"": ""2023-08-17 07:15:02""}]",Delhi,Air India,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 07:15:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 09:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 09:45:02""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-17 10:15:02""}]"
BHA657,2023-08-17 15:35:00,"[{""time"": ""2023-08-17 15:35:00"", ""timestamp"": ""2023-08-17 15:45:07""}, {""time"": ""2023-08-17 16:05:00"", ""timestamp"": ""2023-08-17 16:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 15:45:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 16:15:02""}]"
BHA607,2023-08-17 09:20:00,"[{""time"": ""2023-08-17 10:10:00"", ""timestamp"": ""2023-08-17 10:15:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}]"
BHA703,2023-08-17 09:50:00,"[{""time"": ""2023-08-17 09:50:00"", ""timestamp"": ""2023-08-17 09:45:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 09:45:02""}]"
BHA853,2023-08-17 10:00:00,"[{""time"": ""2023-08-17 10:00:00"", ""timestamp"": ""2023-08-17 10:15:02""}, {""time"": ""2023-08-17 10:14:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}]"
BHA355,2023-08-17 10:15:00,"[{""time"": ""2023-08-17 10:15:00"", ""timestamp"": ""2023-08-17 10:15:02""}, {""time"": ""2023-08-17 10:31:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 10:45:02""}]"
G9537,2023-08-17 10:25:00,"[{""time"": ""2023-08-17 10:25:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Sharjah,Air Arabia,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 10:45:02""}]"
BHA503,2023-08-17 10:25:00,"[{""time"": ""2023-08-17 10:25:00"", ""timestamp"": ""2023-08-17 10:45:02""}, {""time"": ""2023-08-17 10:45:00"", ""timestamp"": ""2023-08-17 11:15:02""}]",Janakpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:15:02""}]"
BHA379,2023-08-17 15:40:00,"[{""time"": ""2023-08-17 15:40:00"", ""timestamp"": ""2023-08-17 15:45:07""}, {""time"": ""2023-08-17 16:06:00"", ""timestamp"": ""2023-08-17 16:15:02""}]",Bharatpur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 15:45:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 16:15:02""}]"
NYT681,2023-08-18 14:40:00,"[{""time"": ""2023-08-18 15:30:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-18 16:15:02""}]"
BHA957,2023-08-18 15:15:00,"[{""time"": ""2023-08-18 15:15:00"", ""timestamp"": ""2023-08-18 15:15:03""}, {""time"": ""2023-08-18 15:48:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 15:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 16:15:02""}]"
SHA225,2023-08-18 15:15:00,"[{""time"": ""2023-08-18 15:15:00"", ""timestamp"": ""2023-08-18 15:45:03""}, {""time"": ""2023-08-18 15:44:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Dhangadhi,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 15:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 16:15:02""}]"
QR653,2023-08-17 12:15:00,"[{""time"": ""2023-08-17 12:15:00"", ""timestamp"": ""2023-08-17 07:15:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Delayed"", ""timestamp"": ""2023-08-17 07:15:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 11:45:03""}]"
BHA553,2023-08-17 10:30:00,"[{""time"": ""2023-08-17 10:30:00"", ""timestamp"": ""2023-08-17 10:45:02""}, {""time"": ""2023-08-17 11:00:00"", ""timestamp"": ""2023-08-17 11:15:02""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:45:02""}]"
BHA953,2023-08-17 10:30:00,"[{""time"": ""2023-08-17 10:30:00"", ""timestamp"": ""2023-08-17 10:15:02""}, {""time"": ""2023-08-17 10:44:00"", ""timestamp"": ""2023-08-17 11:15:02""}]",Bhadrapur,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:15:02""}]"
BHA709,2023-08-18 15:20:00,"[{""time"": ""2023-08-18 15:20:00"", ""timestamp"": ""2023-08-18 15:45:03""}, {""time"": ""2023-08-18 15:55:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 15:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-18 16:15:02""}]"
BHA609,2023-08-17 10:45:00,"[{""time"": ""2023-08-17 10:45:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:45:02""}]"
RA205,2023-08-17 10:45:00,"[{""time"": ""2023-08-17 10:45:00"", ""timestamp"": ""2023-08-17 07:45:02""}]",Delhi,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 07:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 09:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 11:15:02""}]"
SAU721,2023-08-17 10:45:00,"[{""time"": ""2023-08-17 11:04:00"", ""timestamp"": ""2023-08-17 11:15:02""}]",Biratnagar,Saurya Airlines,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:15:02""}]"
BHA657,2023-08-18 15:35:00,"[{""time"": ""2023-08-18 15:35:00"", ""timestamp"": ""2023-08-18 15:45:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 15:45:03""}]"
WE320,2023-08-17 13:30:00,"[{""time"": ""2023-08-17 13:30:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Bangkok,THAI Smile,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 12:15:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 12:45:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-17 13:15:02""}]"
RA217,2023-08-17 13:25:00,"[{""time"": ""2023-08-17 13:25:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Delhi,Nepal Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 11:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-17 13:15:02""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-17 13:45:02""}]"
BG372,2023-08-17 12:40:00,"[{""time"": ""2023-08-17 12:40:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Dhaka,Biman Bangladesh,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 11:45:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-17 12:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 12:45:03""}]"
TV6020,2023-08-17 13:25:00,"[{""time"": ""2023-08-17 13:25:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Xianyang,Tibet Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 11:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 12:45:03""}, {""status"": ""Boarding Completed"", ""timestamp"": ""2023-08-17 13:45:02""}]"
BHA557,2023-08-17 15:45:00,"[{""time"": ""2023-08-17 15:45:00"", ""timestamp"": ""2023-08-17 15:45:07""}, {""time"": ""2023-08-17 16:03:00"", ""timestamp"": ""2023-08-17 16:15:02""}]",Simara Airport,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 15:45:07""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 16:15:02""}]"
BHA859,2023-08-17 15:45:00,"[{""time"": ""2023-08-17 15:45:00"", ""timestamp"": ""2023-08-17 15:45:07""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 15:45:07""}]"
AI214,2023-08-17 10:30:00,"[{""time"": ""2023-08-17 10:30:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Delhi,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 10:45:02""}]"
H9890,2023-08-17 10:30:00,"[{""time"": ""2023-08-17 10:30:00"", ""timestamp"": ""2023-08-17 07:45:02""}]",Kuala Lumpur,Himalaya Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 07:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 09:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:15:02""}]"
6E1152,2023-08-17 10:50:00,"[{""time"": ""2023-08-17 10:50:00"", ""timestamp"": ""2023-08-17 09:45:02""}]",Delhi,IndiGo,t,"[{""status"": ""Security Check"", ""timestamp"": ""2023-08-17 09:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 10:15:02""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-17 10:45:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:15:02""}]"
NYT675,2023-08-17 11:00:00,"[{""time"": ""2023-08-17 10:50:00"", ""timestamp"": ""2023-08-17 11:15:02""}, {""time"": ""2023-08-17 11:15:00"", ""timestamp"": ""2023-08-17 11:45:03""}]",Pokhara,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 11:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:45:03""}]"
NYT791,2023-08-17 11:10:00,"[{""time"": ""2023-08-17 11:10:00"", ""timestamp"": ""2023-08-17 11:15:02""}, {""time"": ""2023-08-17 11:25:00"", ""timestamp"": ""2023-08-17 11:45:03""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 11:15:02""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 11:45:03""}]"
AI216,2023-08-17 15:57:00,"[{""time"": ""2023-08-17 15:57:00"", ""timestamp"": ""2023-08-17 16:15:02""}]",Delhi,Air India,t,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 16:15:02""}]"
UL182,2023-08-17 13:15:00,"[{""time"": ""2023-08-17 13:15:00"", ""timestamp"": ""2023-08-17 10:45:02""}]",Colombo,SriLankan Airlines,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 10:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 11:45:03""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 12:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-17 12:45:03""}]"
SHA435,2023-08-17 16:05:00,"[{""time"": ""2023-08-17 16:05:00"", ""timestamp"": ""2023-08-17 16:15:02""}]",Nepalgunj,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 16:15:02""}]"
QR647,2023-08-17 18:00:00,"[{""time"": ""2023-08-17 18:00:00"", ""timestamp"": ""2023-08-17 14:45:02""}]",Doha,Qatar Airways,t,"[{""status"": ""Check in"", ""timestamp"": ""2023-08-17 14:45:02""}, {""status"": ""Security Check"", ""timestamp"": ""2023-08-17 16:45:02""}, {""status"": ""Boarding"", ""timestamp"": ""2023-08-17 18:15:03""}, {""status"": ""Last Call"", ""timestamp"": ""2023-08-17 18:45:03""}]"
BHA859,2023-08-18 15:45:00,"[{""time"": ""2023-08-18 15:50:00"", ""timestamp"": ""2023-08-18 16:15:02""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-18 16:15:02""}]"
BHA619,2023-08-17 18:00:00,"[{""time"": ""2023-08-17 18:22:00"", ""timestamp"": ""2023-08-17 18:45:03""}]",Pokhara,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 18:45:03""}]"
BHA713,2023-08-17 18:00:00,"[{""time"": ""2023-08-17 18:00:00"", ""timestamp"": ""2023-08-17 18:15:03""}, {""time"": ""2023-08-17 18:26:00"", ""timestamp"": ""2023-08-17 18:45:03""}]",Biratnagar,Buddha Air,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 18:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 18:45:03""}]"
NYT785,2023-08-17 19:00:00,"[{""time"": ""2023-08-17 19:00:00"", ""timestamp"": ""2023-08-17 19:15:03""}, {""time"": ""2023-08-17 19:06:00"", ""timestamp"": ""2023-08-17 19:45:03""}]",Biratnagar,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 19:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 19:45:03""}]"
NYT573,2023-08-17 18:10:00,"[{""time"": ""2023-08-17 18:10:00"", ""timestamp"": ""2023-08-17 18:15:03""}, {""time"": ""2023-08-17 18:15:00"", ""timestamp"": ""2023-08-17 18:45:03""}]",Janakpur,Yeti Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 18:15:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 18:45:03""}]"
BHA805,2023-08-17 18:20:00,"[{""time"": ""2023-08-17 18:55:00"", ""timestamp"": ""2023-08-17 19:15:03""}]",Bhairahawa,Buddha Air,f,"[{""status"": ""Departed"", ""timestamp"": ""2023-08-17 19:15:03""}]"
SHA439,2023-08-17 18:35:00,"[{""time"": ""2023-08-17 18:35:00"", ""timestamp"": ""2023-08-17 18:45:03""}, {""time"": ""2023-08-17 18:43:00"", ""timestamp"": ""2023-08-17 19:15:03""}]",Nepalgunj,Shree Airlines,f,"[{""status"": ""Boarding"", ""timestamp"": ""2023-08-17 18:45:03""}, {""status"": ""Departed"", ""timestamp"": ""2023-08-17 19:15:03""}]"
